shipment_id,sales_order_id,carrier_name,tracking_number,origin,destination,status,eta,actual_delivery,shipping_cost
SHIP01056,SO01056,FedEx Freight,TRK-FED-88287825,"London, UK","Birmingham, United Kingdom",Delivered,2026-07-20,2026-07-19,826.8
SHIP01057,SO01057,FedEx Freight,TRK-FED-33490403,"Toronto, Canada","Dallas, Mexico",Delivered,2025-09-15,2025-09-14,1526.21
SHIP01058,SO01058,Maersk Logistics,TRK-MAE-39045041,"Atlanta, GA, USA","Seoul, United States",In Transit,2026-03-26,,691.53
SHIP01059,SO01059,DB Schenker,TRK-DB -11417722,"Frankfurt, Germany","Seoul, United Kingdom",Delivered,2026-01-16,2026-01-16,1079.65
SHIP01060,SO01060,DB Schenker,TRK-DB -72385443,"Chicago, IL, USA","Hsinchu, Mexico",Delivered,2026-04-13,2026-04-20,811.35
SHIP01061,SO01061,DHL Express,TRK-DHL-43521577,Singapore,"Osaka, United Kingdom",Delivered,2026-06-21,2026-06-21,1659.76
SHIP01062,SO01062,DHL Express,TRK-DHL-62064059,"Bengaluru, India","Pune, United States",Delivered,2025-10-02,2025-10-01,1583.09
SHIP01063,SO01063,Maersk Logistics,TRK-MAE-17921562,"Bengaluru, India","Ningbo, Mexico",In Transit,2026-04-09,,1811.92
SHIP01064,SO01064,FedEx Freight,TRK-FED-43610763,"Melbourne, Australia","Hsinchu, United Kingdom",Delivered,2025-11-20,2025-11-21,677.65
SHIP01065,SO01065,DHL Express,TRK-DHL-97611530,"Bengaluru, India","Bengaluru, Japan",Delivered,2025-11-22,2025-11-22,1827.99
SHIP01066,SO01066,DB Schenker,TRK-DB -84449167,"Taipei, Taiwan","Stuttgart, Mexico",Delivered,2026-05-25,2026-06-02,240.35
SHIP01067,SO01067,FedEx Freight,TRK-FED-67122318,"Monterrey, Mexico","Osaka, Taiwan",Delivered,2026-02-26,2026-02-25,1096.9
SHIP01068,SO01068,DHL Express,TRK-DHL-11484889,"Stuttgart, Germany","Osaka, Germany",Delivered,2026-01-12,2026-01-11,950.15
SHIP01069,SO01069,Kuehne + Nagel,TRK-KUE-95189182,"Osaka, Japan","Detroit, United States",Delivered,2026-05-12,2026-05-16,1446.36
SHIP01070,SO01070,UPS Supply Chain,TRK-UPS-71292882,"Pune, India","Stuttgart, South Korea",Delayed,2026-06-25,,1343.83
SHIP01071,SO01071,FedEx Freight,TRK-FED-81534178,"London, UK","Shenzhen, India",Delivered,2025-11-19,2025-11-19,1594.23
SHIP01072,SO01072,Maersk Logistics,TRK-MAE-29171573,"Pune, India","Chicago, Vietnam",Delivered,2026-05-01,2026-05-07,1722.21
SHIP01073,SO01073,Maersk Logistics,TRK-MAE-35866264,"Osaka, Japan","Nagoya, South Korea",Preparing,2026-07-24,,1658.36
SHIP01074,SO01074,FedEx Freight,TRK-FED-85164445,"Yokohama, Japan","Osaka, Taiwan",Delivered,2026-05-12,2026-05-12,1353.94
SHIP01075,SO01075,FedEx Freight,TRK-FED-72261071,"Shenzhen, China","Hai Phong, Germany",Delivered,2026-01-30,2026-02-02,368.48
SHIP01076,SO01076,Maersk Logistics,TRK-MAE-80535664,"Toronto, Canada","Querétaro, Japan",In Transit,2026-06-05,,905.68
SHIP01077,SO01077,UPS Supply Chain,TRK-UPS-79016096,"Taipei, Taiwan","Hsinchu, Germany",In Transit,2026-07-08,,126.94
SHIP01078,SO01078,FedEx Freight,TRK-FED-83715972,"Seattle, WA, USA","Querétaro, Mexico",In Transit,2026-03-10,,1561.68
SHIP01079,SO01079,DB Schenker,TRK-DB -28957222,"Shenzhen, China","Querétaro, United States",Delivered,2025-12-21,2025-12-21,1238.38
SHIP01080,SO01080,DB Schenker,TRK-DB -64717502,"Hamburg, Germany","Hsinchu, United Kingdom",Preparing,2025-12-05,,1022.43
SHIP01081,SO01081,Maersk Logistics,TRK-MAE-34344312,"London, UK","Ningbo, United States",Delivered,2025-11-12,2025-11-12,1782.18
SHIP01082,SO01082,FedEx Freight,TRK-FED-17938792,"Guadalajara, Mexico","Tokyo, Germany",Delayed,2025-09-25,,557.22
SHIP01083,SO01083,UPS Supply Chain,TRK-UPS-13886750,"Munich, Germany","Detroit, India",Preparing,2026-03-24,,554.16
SHIP01084,SO01084,FedEx Freight,TRK-FED-41907008,"Stuttgart, Germany","Chicago, South Korea",Preparing,2025-11-14,,519.79
SHIP01085,SO01085,Maersk Logistics,TRK-MAE-27584682,"Bengaluru, India","Incheon, Mexico",Preparing,2025-09-16,,1574.28
SHIP01086,SO01086,DHL Express,TRK-DHL-78884492,"Stuttgart, Germany","Detroit, India",Preparing,2025-10-13,,1716.05
SHIP01087,SO01087,Maersk Logistics,TRK-MAE-43212947,"Tokyo, Japan","Seoul, Japan",Preparing,2026-01-07,,477.97
SHIP01088,SO01088,FedEx Freight,TRK-FED-42721192,"London, UK","Munich, Vietnam",Delivered,2026-03-19,2026-03-19,1021.98
SHIP01089,SO01089,Maersk Logistics,TRK-MAE-98438496,"Dallas, TX, USA","Dortmund, Vietnam",Delivered,2026-05-01,2026-05-01,278.43
SHIP01090,SO01090,Maersk Logistics,TRK-MAE-97440102,"Incheon, South Korea","Stuttgart, Taiwan",Delivered,2026-07-11,2026-07-10,1630.51
SHIP01091,SO01091,FedEx Freight,TRK-FED-48499222,"Dallas, TX, USA","Hai Phong, Japan",Delayed,2026-02-20,,1700.63
SHIP01092,SO01092,Kuehne + Nagel,TRK-KUE-21244539,"Osaka, Japan","Detroit, Germany",Preparing,2025-11-02,,449.09
SHIP01093,SO01093,Kuehne + Nagel,TRK-KUE-66333768,"Hamburg, Germany","Pune, United Kingdom",Delivered,2026-01-06,2026-01-07,1747.47
SHIP01094,SO01094,Maersk Logistics,TRK-MAE-39149452,"Yokohama, Japan","Birmingham, China",Delivered,2025-11-15,2025-11-14,460.51
SHIP01095,SO01095,FedEx Freight,TRK-FED-87409722,"Taipei, Taiwan","Ningbo, China",In Transit,2026-01-15,,1074.48
SHIP01096,SO01096,Kuehne + Nagel,TRK-KUE-93889830,"Hamburg, Germany","Seoul, Japan",Delayed,2026-02-13,,1735.4
SHIP01097,SO01097,Maersk Logistics,TRK-MAE-27299807,"Frankfurt, Germany","Detroit, Mexico",Delayed,2025-12-09,,362.41
SHIP01098,SO01098,FedEx Freight,TRK-FED-52302310,"London, UK","Monterrey, Taiwan",Delivered,2025-09-30,2025-10-01,914.07
SHIP01099,SO01099,DB Schenker,TRK-DB -79324573,"Frankfurt, Germany","Chicago, Germany",Delivered,2025-09-12,2025-09-12,180.42
SHIP01100,SO01100,Kuehne + Nagel,TRK-KUE-80462824,"Frankfurt, Germany","Incheon, China",Delivered,2026-01-25,2026-01-25,832.0
SHIP01101,SO01101,DHL Express,TRK-DHL-51026425,"Munich, Germany","Dallas, Japan",In Transit,2025-11-11,,905.96
SHIP01102,SO01102,FedEx Freight,TRK-FED-80607828,"Melbourne, Australia","Incheon, Germany",Delayed,2025-11-04,,1241.26
SHIP01103,SO01103,FedEx Freight,TRK-FED-74461670,Singapore,"Osaka, United States",Delivered,2026-07-16,2026-07-16,1034.74
SHIP01104,SO01104,FedEx Freight,TRK-FED-39894305,"Detroit, MI, USA","Taipei, China",Delivered,2025-10-22,2025-10-21,977.67
SHIP01105,SO01105,DHL Express,TRK-DHL-77750640,"Munich, Germany","Shenzhen, Taiwan",In Transit,2026-05-27,,1732.74
SHIP01106,SO01106,DB Schenker,TRK-DB -59461564,"Stuttgart, Germany","Chicago, South Korea",Delivered,2026-04-05,2026-04-04,280.95
SHIP01107,SO01107,Kuehne + Nagel,TRK-KUE-51697394,"Munich, Germany","Chicago, India",Delivered,2026-05-26,2026-05-27,205.94
SHIP01108,SO01108,DB Schenker,TRK-DB -17468011,"Incheon, South Korea","Seoul, United Kingdom",Delivered,2025-11-26,2025-11-26,133.94
SHIP01109,SO01109,DHL Express,TRK-DHL-76471148,"Bengaluru, India","Munich, India",In Transit,2025-12-07,,1541.89
SHIP01110,SO01110,DHL Express,TRK-DHL-31561596,"Munich, Germany","Chicago, Japan",Delivered,2026-03-02,2026-03-02,547.18
SHIP01111,SO01111,DB Schenker,TRK-DB -30031413,"Hamburg, Germany","Dortmund, China",Delayed,2025-11-12,,786.94
SHIP01112,SO01112,Kuehne + Nagel,TRK-KUE-64259423,"Atlanta, GA, USA","Pune, Germany",Delivered,2025-11-09,2025-11-10,556.51
SHIP01113,SO01113,Kuehne + Nagel,TRK-KUE-61032310,"Chicago, IL, USA","Dallas, South Korea",Delivered,2026-03-05,2026-03-06,1533.0
SHIP01114,SO01114,DB Schenker,TRK-DB -30184028,"Tokyo, Japan","Stuttgart, Canada",Delivered,2026-03-10,2026-03-10,1220.83
SHIP01115,SO01115,Maersk Logistics,TRK-MAE-82480237,"Hamburg, Germany","Chicago, Taiwan",Preparing,2025-09-13,,403.19
SHIP01116,SO01116,Kuehne + Nagel,TRK-KUE-90707264,"Stuttgart, Germany","Nagoya, China",In Transit,2026-01-12,,964.58
SHIP01117,SO01117,Kuehne + Nagel,TRK-KUE-48569678,"Stuttgart, Germany","Seoul, Vietnam",In Transit,2026-04-22,,991.26
SHIP01118,SO01118,UPS Supply Chain,TRK-UPS-23825533,"Hamburg, Germany","Suzhou, Japan",Delivered,2026-02-12,2026-02-11,873.14
SHIP01119,SO01119,DB Schenker,TRK-DB -96187441,"Toronto, Canada","Pune, Japan",Delivered,2026-02-14,2026-02-15,1596.85
SHIP01120,SO01120,DHL Express,TRK-DHL-95225162,"Atlanta, GA, USA","Stuttgart, Taiwan",Delivered,2026-03-13,2026-03-12,1020.76
SHIP01121,SO01121,UPS Supply Chain,TRK-UPS-71931920,"Taipei, Taiwan","Munich, Taiwan",Preparing,2026-05-08,,1661.42
SHIP01122,SO01122,DB Schenker,TRK-DB -12416454,"London, UK","Birmingham, United States",Delayed,2025-09-23,,523.74
SHIP01123,SO01123,UPS Supply Chain,TRK-UPS-91883724,"Chicago, IL, USA","Osaka, Canada",Delayed,2025-11-18,,1519.12
SHIP01124,SO01124,Kuehne + Nagel,TRK-KUE-91583528,"Rotterdam, Netherlands","Hsinchu, India",Delivered,2025-11-13,2025-11-13,1432.39
SHIP01125,SO01125,UPS Supply Chain,TRK-UPS-47019071,"Hamburg, Germany","Dortmund, Germany",In Transit,2025-12-22,,555.63
SHIP01126,SO01126,Kuehne + Nagel,TRK-KUE-73833714,"Yokohama, Japan","Hamilton, China",Delivered,2026-03-17,2026-03-17,402.01
SHIP01127,SO01127,FedEx Freight,TRK-FED-85600084,"London, UK","Dallas, Germany",Delivered,2026-02-15,2026-02-15,636.73
SHIP01128,SO01128,UPS Supply Chain,TRK-UPS-91342337,"Tokyo, Japan","Dortmund, United States",Delivered,2026-02-06,2026-02-07,284.14
SHIP01129,SO01129,Kuehne + Nagel,TRK-KUE-73013092,"Hamburg, Germany","Hamilton, Germany",Delayed,2026-03-29,,279.43
SHIP01130,SO01130,UPS Supply Chain,TRK-UPS-90769419,"Hamburg, Germany","Bengaluru, Japan",Delivered,2025-11-03,2025-11-07,148.57
SHIP01131,SO01131,DHL Express,TRK-DHL-31022624,"Bengaluru, India","Tokyo, Germany",In Transit,2025-11-29,,1112.5
SHIP01132,SO01132,UPS Supply Chain,TRK-UPS-65143717,"Bengaluru, India","Suzhou, United Kingdom",Delayed,2025-09-15,,143.79
SHIP01133,SO01133,FedEx Freight,TRK-FED-61400089,"Rotterdam, Netherlands","Nagoya, Japan",Delivered,2025-12-28,2025-12-27,1566.6
SHIP01134,SO01134,DB Schenker,TRK-DB -26368055,"Dallas, TX, USA","Detroit, Japan",Delayed,2026-07-31,,1297.52
SHIP01135,SO01135,DB Schenker,TRK-DB -53238326,"Atlanta, GA, USA","Querétaro, Germany",Delivered,2026-07-10,2026-07-11,1638.86
SHIP01136,SO01136,DB Schenker,TRK-DB -74336476,"Incheon, South Korea","Taipei, United States",Delivered,2025-11-03,2025-11-05,365.86
SHIP01137,SO01137,FedEx Freight,TRK-FED-96949470,"Frankfurt, Germany","Detroit, Mexico",In Transit,2026-05-31,,340.43
SHIP01138,SO01138,FedEx Freight,TRK-FED-46519755,"Toronto, Canada","Incheon, Germany",Delivered,2026-02-04,2026-02-04,632.15
SHIP01139,SO01139,DB Schenker,TRK-DB -18250302,"Atlanta, GA, USA","Detroit, Vietnam",Preparing,2026-06-22,,796.85
SHIP01140,SO01140,DB Schenker,TRK-DB -15516347,"Hamburg, Germany","Nagoya, China",Preparing,2026-03-28,,1786.59
SHIP01141,SO01141,FedEx Freight,TRK-FED-63076311,"Atlanta, GA, USA","Shenzhen, Mexico",Preparing,2026-07-15,,1095.35
SHIP01142,SO01142,FedEx Freight,TRK-FED-83282740,"Osaka, Japan","Birmingham, United States",Delayed,2026-05-17,,407.11
SHIP01143,SO01143,FedEx Freight,TRK-FED-86891858,"Detroit, MI, USA","Incheon, United Kingdom",In Transit,2025-12-04,,1357.11
SHIP01144,SO01144,Maersk Logistics,TRK-MAE-85057853,"Yokohama, Japan","Tokyo, Germany",In Transit,2026-01-01,,1722.56
SHIP01145,SO01145,DHL Express,TRK-DHL-46635216,"London, UK","Hsinchu, United States",Delivered,2026-07-10,2026-07-11,1521.15
SHIP01146,SO01146,UPS Supply Chain,TRK-UPS-95451580,"Guadalajara, Mexico","Detroit, India",In Transit,2026-04-24,,1141.74
SHIP01147,SO01147,UPS Supply Chain,TRK-UPS-28827745,"Monterrey, Mexico","Dallas, Germany",Delivered,2026-07-18,2026-07-18,1536.45
SHIP01148,SO01148,Maersk Logistics,TRK-MAE-35353607,"Pune, India","Hamilton, United States",Delivered,2026-01-26,2026-01-27,1224.69
SHIP01149,SO01149,DB Schenker,TRK-DB -73107675,"Tokyo, Japan","Chicago, United Kingdom",Delivered,2026-01-12,2026-01-11,1185.76
SHIP01150,SO01150,FedEx Freight,TRK-FED-82486699,"Osaka, Japan","Shenzhen, China",Delivered,2026-03-01,2026-03-02,1291.75
SHIP01151,SO01151,Maersk Logistics,TRK-MAE-70369159,"Taipei, Taiwan","Osaka, India",Delivered,2026-04-30,2026-05-02,976.99
SHIP01152,SO01152,DHL Express,TRK-DHL-77927596,Singapore,"Querétaro, Japan",In Transit,2025-09-13,,966.49
SHIP01153,SO01153,UPS Supply Chain,TRK-UPS-64947799,"Osaka, Japan","Incheon, South Korea",In Transit,2026-01-12,,102.39
SHIP01154,SO01154,DHL Express,TRK-DHL-63198585,"Frankfurt, Germany","Stuttgart, South Korea",Delayed,2026-07-07,,981.18
SHIP01155,SO01155,Maersk Logistics,TRK-MAE-51407097,Singapore,"Incheon, Japan",Delayed,2026-07-18,,1786.08
SHIP01156,SO01156,FedEx Freight,TRK-FED-34171423,"Seattle, WA, USA","Bengaluru, Mexico",In Transit,2026-06-16,,1116.19
SHIP01157,SO01157,Maersk Logistics,TRK-MAE-93273988,Singapore,"Hsinchu, Vietnam",Delayed,2026-01-19,,1579.48
SHIP01158,SO01158,FedEx Freight,TRK-FED-78026646,"Detroit, MI, USA","Hai Phong, Mexico",Delivered,2025-12-16,2025-12-17,1703.14
SHIP01159,SO01159,Kuehne + Nagel,TRK-KUE-22107613,"Yokohama, Japan","Bengaluru, China",Delivered,2026-01-14,2026-01-14,690.84
SHIP01160,SO01160,FedEx Freight,TRK-FED-51997842,"Shenzhen, China","Ningbo, South Korea",Delivered,2026-05-22,2026-05-21,72.05
SHIP01161,SO01161,DHL Express,TRK-DHL-23834065,"Toronto, Canada","Stuttgart, Taiwan",In Transit,2026-05-31,,1031.78
SHIP01162,SO01162,Maersk Logistics,TRK-MAE-33513858,"Chicago, IL, USA","Querétaro, India",Delivered,2025-09-14,2025-09-15,218.59
SHIP01163,SO01163,UPS Supply Chain,TRK-UPS-89358613,"Yokohama, Japan","Stuttgart, China",Preparing,2026-05-07,,254.35
SHIP01164,SO01164,DHL Express,TRK-DHL-62069564,"Hamburg, Germany","Hai Phong, South Korea",Delivered,2026-01-13,2026-01-14,1544.52
SHIP01165,SO01165,FedEx Freight,TRK-FED-39182362,"Munich, Germany","Dortmund, South Korea",Preparing,2026-07-24,,827.12
SHIP01166,SO01166,FedEx Freight,TRK-FED-77972581,"Tokyo, Japan","Incheon, United States",Delivered,2025-12-28,2025-12-28,914.22
SHIP01167,SO01167,Kuehne + Nagel,TRK-KUE-58893724,"Stuttgart, Germany","Hai Phong, Taiwan",Delivered,2025-10-05,2025-10-06,1171.38
SHIP01168,SO01168,UPS Supply Chain,TRK-UPS-49602779,"Bengaluru, India","Monterrey, Germany",Delivered,2026-05-27,2026-05-27,1133.01
SHIP01169,SO01169,DB Schenker,TRK-DB -76824939,"Seattle, WA, USA","Dallas, Japan",Delivered,2026-01-30,2026-01-29,867.37
SHIP01170,SO01170,Maersk Logistics,TRK-MAE-71506729,"Chicago, IL, USA","Chicago, South Korea",Delivered,2026-03-25,2026-03-26,1358.42
SHIP01171,SO01171,FedEx Freight,TRK-FED-90699765,"Toronto, Canada","Munich, India",In Transit,2026-07-21,,496.59
SHIP01172,SO01172,FedEx Freight,TRK-FED-81448864,"Seattle, WA, USA","Ningbo, Japan",Delivered,2026-04-19,2026-04-19,1020.58
SHIP01173,SO01173,UPS Supply Chain,TRK-UPS-13636215,"Frankfurt, Germany","Pune, South Korea",Delivered,2026-05-12,2026-05-13,1009.05
SHIP01174,SO01174,Maersk Logistics,TRK-MAE-99921078,"Rotterdam, Netherlands","Incheon, India",Delayed,2026-04-20,,567.63
SHIP01175,SO01175,DHL Express,TRK-DHL-24655757,"Bengaluru, India","Dortmund, China",Delayed,2025-09-21,,1525.58
SHIP01176,SO01176,Kuehne + Nagel,TRK-KUE-68546374,"Seattle, WA, USA","Monterrey, United States",Delivered,2025-12-03,2025-12-04,206.57
SHIP01177,SO01177,UPS Supply Chain,TRK-UPS-10460239,Singapore,"Hai Phong, United States",Delayed,2025-12-05,,843.9
SHIP01178,SO01178,FedEx Freight,TRK-FED-79594143,"Monterrey, Mexico","Stuttgart, India",Preparing,2026-06-26,,1271.26
SHIP01179,SO01179,FedEx Freight,TRK-FED-24400694,"London, UK","Incheon, China",Delivered,2025-11-10,2025-11-09,1596.91
SHIP01180,SO01180,DB Schenker,TRK-DB -92622460,"Los Angeles, CA, USA","Hamilton, United States",In Transit,2025-10-17,,197.51
SHIP01181,SO01181,Maersk Logistics,TRK-MAE-22286180,"Shenzhen, China","Dallas, Taiwan",In Transit,2025-10-17,,967.97
SHIP01182,SO01182,DHL Express,TRK-DHL-86463677,"Tokyo, Japan","Ningbo, Taiwan",Delivered,2025-10-20,2025-10-19,185.28
SHIP01183,SO01183,Maersk Logistics,TRK-MAE-45093954,"Yokohama, Japan","Hsinchu, United States",In Transit,2025-10-19,,1768.61
SHIP01184,SO01184,DB Schenker,TRK-DB -48965454,"Pune, India","Pune, China",Preparing,2025-12-06,,1217.15
SHIP01185,SO01185,Kuehne + Nagel,TRK-KUE-93311362,"Dallas, TX, USA","Dortmund, Japan",Delayed,2025-10-13,,892.3
SHIP01186,SO01186,DHL Express,TRK-DHL-76906663,"Frankfurt, Germany","Detroit, Taiwan",Delivered,2026-01-08,2026-01-08,661.99
SHIP01187,SO01187,UPS Supply Chain,TRK-UPS-30676420,"Chicago, IL, USA","Taipei, Japan",Delayed,2025-12-02,,874.09
SHIP01188,SO01188,FedEx Freight,TRK-FED-63702580,"Guadalajara, Mexico","Hamilton, United Kingdom",Preparing,2026-02-20,,942.36
SHIP01189,SO01189,DB Schenker,TRK-DB -43800028,"Detroit, MI, USA","Shenzhen, India",Preparing,2025-11-24,,1290.14
SHIP01190,SO01190,FedEx Freight,TRK-FED-11754520,"Frankfurt, Germany","Querétaro, Japan",In Transit,2026-06-12,,748.6
SHIP01191,SO01191,DHL Express,TRK-DHL-20018254,"Incheon, South Korea","Birmingham, Germany",Delivered,2025-12-21,2025-12-21,601.11
SHIP01192,SO01192,Maersk Logistics,TRK-MAE-66847167,"Munich, Germany","Dortmund, United States",In Transit,2025-10-28,,1017.82
SHIP01193,SO01193,FedEx Freight,TRK-FED-40831120,"Seattle, WA, USA","Birmingham, Vietnam",In Transit,2025-09-17,,851.86
SHIP01194,SO01194,Maersk Logistics,TRK-MAE-96510228,"Pune, India","Detroit, Japan",Delivered,2026-03-01,2026-02-28,635.74
SHIP01195,SO01195,Kuehne + Nagel,TRK-KUE-45134769,"Shenzhen, China","Shenzhen, Japan",Delivered,2026-01-18,2026-01-17,1256.76
SHIP01196,SO01196,FedEx Freight,TRK-FED-71623620,"Detroit, MI, USA","Hai Phong, Mexico",In Transit,2026-02-27,,1069.59
SHIP01197,SO01197,Kuehne + Nagel,TRK-KUE-86206019,"Tokyo, Japan","Hai Phong, United States",In Transit,2025-10-25,,1012.81
SHIP01198,SO01198,DHL Express,TRK-DHL-58385379,"Monterrey, Mexico","Querétaro, India",Delivered,2026-01-03,2026-01-02,1430.68
SHIP01199,SO01199,Maersk Logistics,TRK-MAE-87080799,"Hamburg, Germany","Monterrey, United States",Delivered,2026-03-02,2026-03-02,1648.53
SHIP01200,SO01200,DHL Express,TRK-DHL-77734372,"London, UK","Hsinchu, India",Delivered,2026-01-28,2026-01-29,1492.03
SHIP01201,SO01201,FedEx Freight,TRK-FED-74814047,"Yokohama, Japan","Suzhou, United Kingdom",Delayed,2026-02-12,,821.43
SHIP01202,SO01202,Maersk Logistics,TRK-MAE-49812934,"Tokyo, Japan","Taipei, Mexico",In Transit,2026-05-18,,1648.52
SHIP01203,SO01203,DHL Express,TRK-DHL-50653495,Singapore,"Detroit, Vietnam",Delivered,2026-06-13,2026-06-13,178.1
SHIP01204,SO01204,DB Schenker,TRK-DB -91409723,"Rotterdam, Netherlands","Dortmund, Taiwan",In Transit,2025-12-03,,296.31
SHIP01205,SO01205,DHL Express,TRK-DHL-18230885,"Dallas, TX, USA","Pune, China",In Transit,2025-09-16,,1019.51
SHIP01206,SO01206,FedEx Freight,TRK-FED-10090013,"Los Angeles, CA, USA","Hamilton, Germany",Delivered,2026-03-04,2026-03-07,938.65
SHIP01207,SO01207,DB Schenker,TRK-DB -42804940,"Frankfurt, Germany","Suzhou, China",Delayed,2026-07-13,,1520.69
SHIP01208,SO01208,Maersk Logistics,TRK-MAE-88638934,"Hamburg, Germany","Hai Phong, United States",In Transit,2025-09-12,,1020.58
SHIP01209,SO01209,Kuehne + Nagel,TRK-KUE-43736332,"Atlanta, GA, USA","Dortmund, United States",Delivered,2025-09-17,2025-09-16,1500.18
SHIP01210,SO01210,DB Schenker,TRK-DB -82792694,"Guadalajara, Mexico","Munich, Germany",In Transit,2025-09-29,,1285.34
SHIP01211,SO01211,DB Schenker,TRK-DB -80152235,"Osaka, Japan","Dortmund, China",Returned,2026-02-17,2026-02-22,444.0
SHIP01212,SO01212,DB Schenker,TRK-DB -72597496,"Monterrey, Mexico","Bengaluru, Mexico",Delivered,2025-12-23,2025-12-22,1519.91
SHIP01213,SO01213,UPS Supply Chain,TRK-UPS-57125277,"Guadalajara, Mexico","Chicago, South Korea",Delivered,2025-10-12,2025-10-12,617.0
SHIP01214,SO01214,Kuehne + Nagel,TRK-KUE-17678598,"Detroit, MI, USA","Hai Phong, China",In Transit,2026-05-29,,964.13
SHIP01215,SO01215,UPS Supply Chain,TRK-UPS-90765218,"Atlanta, GA, USA","Chicago, Taiwan",Returned,2026-07-01,2026-07-06,1335.41
SHIP01216,SO01216,UPS Supply Chain,TRK-UPS-47831528,"Chicago, IL, USA","Taipei, Germany",Delivered,2026-02-12,2026-02-11,1094.17
SHIP01217,SO01217,FedEx Freight,TRK-FED-54771397,"Hamburg, Germany","Pune, Germany",Delivered,2026-06-12,2026-06-11,1205.7
SHIP01218,SO01218,UPS Supply Chain,TRK-UPS-14388713,"London, UK","Querétaro, United States",Delivered,2025-11-22,2025-11-21,750.28
SHIP01219,SO01219,DB Schenker,TRK-DB -31162911,"Frankfurt, Germany","Bengaluru, Germany",In Transit,2026-05-05,,460.66
SHIP01220,SO01220,DB Schenker,TRK-DB -20415298,"Los Angeles, CA, USA","Ningbo, India",Delivered,2026-02-12,2026-02-13,90.25
SHIP01221,SO01221,FedEx Freight,TRK-FED-61217373,"Toronto, Canada","Querétaro, South Korea",In Transit,2026-04-25,,293.63
SHIP01222,SO01222,Kuehne + Nagel,TRK-KUE-18358081,"Toronto, Canada","Detroit, United States",In Transit,2025-09-28,,1836.11
SHIP01223,SO01223,DB Schenker,TRK-DB -58433290,"Rotterdam, Netherlands","Monterrey, Japan",Preparing,2026-05-19,,1077.1
SHIP01224,SO01224,DB Schenker,TRK-DB -54698246,"London, UK","Osaka, Canada",Delayed,2025-09-16,,1706.31
SHIP01225,SO01225,DB Schenker,TRK-DB -88974917,"Taipei, Taiwan","Tokyo, Germany",In Transit,2025-10-10,,1155.77
SHIP01226,SO01226,Maersk Logistics,TRK-MAE-16950026,Singapore,"Stuttgart, United States",Delivered,2025-11-11,2025-11-11,727.42
SHIP01227,SO01227,DHL Express,TRK-DHL-89911296,"Tokyo, Japan","Stuttgart, Germany",In Transit,2026-04-28,,754.22
SHIP01228,SO01228,Kuehne + Nagel,TRK-KUE-49777520,"Osaka, Japan","Incheon, India",Delayed,2026-02-08,,297.18
SHIP01229,SO01229,Maersk Logistics,TRK-MAE-43663908,"London, UK","Nagoya, Mexico",Delivered,2025-09-15,2025-09-16,849.29
SHIP01230,SO01230,FedEx Freight,TRK-FED-82798702,"Melbourne, Australia","Ningbo, China",Delivered,2025-12-23,2025-12-23,1742.04
SHIP01231,SO01231,Maersk Logistics,TRK-MAE-65836101,"Munich, Germany","Incheon, South Korea",Delivered,2026-06-16,2026-06-17,372.83
SHIP01232,SO01232,DHL Express,TRK-DHL-85446622,"Hamburg, Germany","Stuttgart, Germany",Delivered,2025-11-15,2025-11-14,224.01
